city,date,fare,ride_id,driver_count,type
New Paulville,2018-01-21 20:51:12,33.47,8221242356003,44,Urban
Liumouth,2018-02-28 15:20:17,30.3,2081810970989,69,Urban
Port Frank,2018-02-06 03:34:57,34.86,3935964262850,23,Urban
Loganberg,2018-02-21 18:53:29,36.21,8542273339484,23,Urban
Karenside,2018-03-21 23:26:36,26.69,7728915318388,5,Urban
West Angela,2018-04-14 12:28:19,39.95,7950036014003,48,Urban
West Josephberg,2018-01-31 13:24:51,38.28,4195600587627,45,Urban
West Samuelburgh,2018-02-22 18:15:39,7.13,2717847680996,73,Urban
Lake Danielberg,2018-02-06 19:59:52,30.31,3396701278037,19,Urban
Johnton,2018-01-31 11:17:53,23.36,3671342249951,27,Urban
West Ericstad,2018-01-21 12:14:36,8.07,7506043971589,25,Urban
Lake Scottton,2018-04-18 23:06:40,4.36,5843811924401,58,Urban
North Jasmine,2018-04-17 10:37:06,11.76,4450941712061,33,Urban
North Jason,2018-04-15 17:35:38,42.29,5008032046084,6,Urban
North Jason,2018-03-04 10:14:37,38.49,3338028667880,6,Urban
Lake Danielberg,2018-02-17 05:30:12,11.7,4874329095698,19,Urban
Christopherfurt,2018-04-04 01:11:37,24.47,571640743706,41,Urban
Port Johnbury,2018-01-04 02:56:24,32.75,1737291283544,3,Urban
Port Angela,2018-05-04 09:50:38,21.62,6302510153615,67,Urban
Port Frank,2018-04-28 09:03:54,15.0,7321190762923,23,Urban
North Barbara,2018-01-08 05:21:41,25.84,3505169399905,18,Urban
North Jason,2018-04-14 19:46:06,8.05,7833718484809,6,Urban
Barajasview,2018-01-12 23:20:59,21.64,3010027933226,26,Urban
North Jasmine,2018-01-13 16:18:44,16.92,5896684082471,33,Urban
South Karenland,2018-04-25 05:20:00,36.71,7085374615497,4,Urban
West Gabriel,2018-02-20 09:30:53,28.13,7467212471692,57,Urban
Carriemouth,2018-03-25 21:25:47,26.4,4293523822822,52,Urban
Huntermouth,2018-03-17 15:43:09,30.31,6909760173471,37,Urban
Valentineton,2018-01-12 05:52:15,42.31,5901460118661,45,Urban
East Kaylahaven,2018-01-29 06:40:02,26.79,5038187912880,65,Urban
Lake Danielberg,2018-04-12 05:18:16,41.45,5338695664074,19,Urban
West Robert,2018-01-15 08:14:17,33.91,2161158839398,39,Urban
Williamsstad,2018-04-04 06:55:13,31.52,778427079687,59,Urban
Port David,2018-04-22 23:30:50,30.03,7355586586718,7,Urban
Karenside,2018-03-03 18:15:32,19.19,1723489219600,5,Urban
Valentineton,2018-03-16 23:59:11,5.23,7407814114542,45,Urban
New Kimberlyborough,2018-04-03 03:36:16,43.07,5603777741586,33,Urban
New Jacobville,2018-04-20 05:31:08,13.35,9259173509501,50,Urban
Joneschester,2018-04-13 18:44:13,27.36,7530382780656,39,Urban
Joneschester,2018-04-20 09:40:03,30.12,8972497663155,39,Urban
Jerryton,2018-03-24 12:17:30,31.47,5424245579315,64,Urban
Grahamburgh,2018-01-03 15:37:24,17.61,7877228075348,61,Urban
Royland,2018-01-18 00:03:01,32.11,4548837819274,64,Urban
West Robert,2018-03-10 20:00:35,6.74,6675182507896,39,Urban
Karenside,2018-02-19 20:56:59,17.41,1217247793421,5,Urban
Williamsview,2018-04-18 02:07:15,39.79,8745531941706,46,Urban
Simpsonburgh,2018-03-03 08:45:54,7.63,4176780124147,21,Urban
West Angela,2018-05-07 01:03:12,12.35,2050512349119,48,Urban
West Heidi,2018-01-15 11:49:40,21.44,83498621902,28,Urban
Leahton,2018-03-13 09:17:41,36.79,6214133326256,17,Urban
Reynoldsfurt,2018-02-14 11:25:10,39.4,9070692324754,67,Urban
Christopherfurt,2018-03-13 01:47:52,32.05,2788817929605,41,Urban
Raymondhaven,2018-03-20 02:20:34,38.53,8658255136559,11,Urban
Port Johnbury,2018-03-26 07:22:45,7.63,8089282605778,3,Urban
West Gabriel,2018-05-05 01:24:06,27.57,4428773411209,57,Urban
Barronchester,2018-01-27 03:08:01,27.79,6653622887913,11,Suburban
East Kentstad,2018-04-07 19:44:19,18.75,6575961095852,20,Suburban
Lake Omar,2018-01-17 21:33:35,21.71,966911700371,22,Suburban
Myersshire,2018-02-27 17:38:39,17.1,5706770909868,19,Suburban
West Hannah,2018-04-19 01:06:59,37.78,2273047151891,12,Suburban
East Marymouth,2018-03-29 08:36:20,37.6,6370863861570,5,Suburban
New Raymond,2018-02-25 21:40:18,20.44,5984505117874,17,Suburban
Lake Robertside,2018-01-11 20:17:36,46.51,6574333011308,4,Suburban
Josephside,2018-03-30 09:45:11,44.74,5592692102803,25,Suburban
Brandonfort,2018-01-14 12:35:27,28.02,8100258078935,10,Suburban
Josephside,2018-02-07 06:56:45,31.94,3185694946333,25,Suburban
New Raymond,2018-03-21 01:45:29,22.12,6031755734913,17,Suburban
Lewisland,2018-02-14 17:38:17,42.31,580385794188,4,Suburban
East Kentstad,2018-01-22 20:43:30,35.01,8750865857333,20,Suburban
Myersshire,2018-04-29 06:08:03,17.99,1127095356276,19,Suburban
Myersshire,2018-01-10 06:32:04,45.81,7014255933887,19,Suburban
Lewisland,2018-01-30 15:08:13,32.4,5099208436594,4,Suburban
West Hannah,2018-03-22 20:18:32,25.86,7624914034208,12,Suburban
North Richardhaven,2018-02-18 10:21:39,41.54,4267383307027,1,Suburban
New Olivia,2018-03-29 02:52:48,44.12,7724469578438,20,Suburban
New Shannonberg,2018-03-19 08:13:37,25.46,374752841670,20,Suburban
Barronchester,2018-05-05 04:03:11,30.38,2281522828169,11,Suburban
Nicolechester,2018-02-09 12:26:03,40.83,85473064902,19,Suburban
New Raymond,2018-03-18 12:07:10,36.26,3151412877753,17,Suburban
New Raymond,2018-05-03 12:23:37,48.56,9495029351539,17,Suburban
Victoriaport,2018-04-21 15:21:47,12.13,3313120309203,16,Suburban
South Teresa,2018-01-29 12:51:02,38.47,5746182119035,21,Suburban
North Richardhaven,2018-04-07 00:32:23,36.32,5014291527509,1,Suburban
East Aaronbury,2018-03-19 10:43:53,20.04,4117474421029,7,Suburban
South Teresa,2018-02-23 04:35:04,46.02,4623132352357,21,Suburban
Bethanyland,2018-04-01 22:04:35,38.71,8221076873967,22,Suburban
Lake Scott,2018-01-10 11:08:48,37.96,8130669690525,23,Suburban
East Marymouth,2018-01-16 15:44:02,46.2,1181974978638,5,Suburban
North Jeffrey,2018-02-04 22:35:11,29.87,7909567053548,11,Suburban
Rodriguezview,2018-03-27 19:44:37,49.65,8748957571328,20,Suburban
Bethanyland,2018-03-15 19:42:56,37.09,6243188816016,22,Suburban
East Kentstad,2018-05-01 17:35:30,39.29,1986613861926,20,Suburban
Myersshire,2018-01-06 11:43:01,22.8,499304044207,19,Suburban
Lake Robertside,2018-03-05 11:48:59,29.12,4058488101142,4,Suburban
Sotoville,2018-03-29 22:38:04,34.97,7313956062903,10,Suburban
South Brenda,2018-04-28 04:21:34,27.86,5857212189710,1,Suburban
Port Shane,2018-04-09 15:34:40,27.66,4022340141966,7,Suburban
Lake Omar,2018-03-26 05:52:39,48.26,5014086961990,22,Suburban
Lake Robertside,2018-04-30 20:45:11,22.26,202043410246,4,Suburban
Lake Robertside,2018-03-18 08:04:49,44.21,9839854233835,4,Suburban
South Brenda,2018-04-21 03:08:39,17.8,3500924024641,1,Suburban
North Timothy,2018-04-06 10:06:34,38.39,4781274767887,7,Suburban
Nicolechester,2018-04-10 04:41:43,38.08,8122088232004,19,Suburban
Port Shane,2018-04-23 16:05:47,42.26,8341982666719,7,Suburban
New Shannonberg,2018-04-20 02:52:54,30.82,6829641849335,20,Suburban
Veronicaberg,2018-01-19 23:24:08,19.28,2351082274727,20,Suburban
West Hannah,2018-01-09 03:44:08,14.41,1044914110317,12,Suburban
Port Shane,2018-03-02 12:06:00,14.95,2803204948363,7,Suburban
Nicolechester,2018-03-08 19:51:14,16.35,1045798809359,19,Suburban
Victoriaport,2018-04-22 12:38:49,16.31,6069171955919,16,Suburban
New Raymond,2018-01-05 17:58:39,22.5,7832889931082,17,Suburban
New Shannonberg,2018-02-01 04:31:15,34.09,8588717292946,20,Suburban
East Marymouth,2018-04-27 05:31:31,36.11,8307460338356,5,Suburban
Williamsonville,2018-01-09 23:59:36,48.73,6507706939008,2,Suburban
East Kentstad,2018-04-19 21:05:09,22.42,1136558207239,20,Suburban
Victoriaport,2018-02-02 19:14:51,25.68,8997392253805,16,Suburban
New Raymond,2018-01-02 15:38:25,45.32,8881105109599,17,Suburban
Victoriaport,2018-04-02 17:12:08,12.19,6988300070777,16,Suburban
Barronchester,2018-04-25 19:11:43,36.13,2660177707065,11,Suburban
Brandonfort,2018-04-08 20:02:21,35.64,6109525300344,10,Suburban
Lewishaven,2018-04-19 01:08:58,21.92,7108986085790,23,Suburban
Brandonfort,2018-03-22 16:17:49,38.66,4748541004175,10,Suburban
Port Shane,2018-03-26 04:33:30,19.03,6010401984537,7,Suburban
East Marymouth,2018-03-21 11:01:26,17.43,1621338088820,5,Suburban
New Shannonberg,2018-01-15 12:26:34,35.34,7445877019367,20,Suburban
New Shannonberg,2018-05-05 05:25:56,16.77,8389782417445,20,Suburban
Lake Ann,2018-02-14 17:13:40,42.13,6192401377301,3,Suburban
Victoriaport,2018-03-14 03:47:26,16.5,7106912999135,16,Suburban
North Richardhaven,2018-01-22 14:55:35,18.45,2627726489605,1,Suburban
Rodriguezview,2018-04-20 00:03:07,23.58,3289957353125,20,Suburban
Grayville,2018-04-06 03:38:40,18.11,6203774514474,2,Suburban
Lake Robertside,2018-01-13 18:22:18,28.37,5199680612896,4,Suburban
West Hannah,2018-02-01 02:36:34,33.85,8296563108808,12,Suburban
New Olivia,2018-02-05 19:25:58,47.15,7736815814329,20,Suburban
Grayville,2018-04-28 11:40:49,43.22,6018910939581,2,Suburban
Port Shane,2018-03-15 12:09:42,31.58,2552978514662,7,Suburban
Myersshire,2018-03-26 11:33:21,28.71,2180652304041,19,Suburban
Lake Ann,2018-04-30 11:42:13,14.56,5470772614012,3,Suburban
Colemanland,2018-04-20 02:52:45,20.83,2981565641427,23,Suburban
West Kimmouth,2018-01-04 10:24:04,20.69,1687206700447,4,Suburban
Lake Ann,2018-03-06 08:49:32,13.61,1257553992293,3,Suburban
Lake Scott,2018-04-29 22:08:22,25.75,4959514979080,23,Suburban
Mezachester,2018-03-25 12:57:21,21.89,2294831365065,14,Suburban
Brandonfort,2018-05-02 03:14:18,48.63,4443575880282,10,Suburban
Lake Scott,2018-03-26 08:40:45,26.24,1980313728671,23,Suburban
Veronicaberg,2018-04-24 19:16:19,49.45,5877628036170,20,Suburban
Lewisland,2018-01-25 20:46:18,32.38,8332226417129,4,Suburban
Lake Scott,2018-05-07 12:33:26,21.72,7626061808220,23,Suburban
East Marymouth,2018-04-03 12:18:33,26.93,3384028141202,5,Suburban
Sotoville,2018-04-22 01:33:03,46.5,7088151468507,10,Suburban
North Richardhaven,2018-03-03 06:14:36,18.17,3252030700789,1,Suburban
New Shannonberg,2018-02-09 04:01:24,37.52,3107911163811,20,Suburban
New Raymond,2018-05-01 05:16:54,14.2,1535089996030,17,Suburban
Brandonfort,2018-01-02 01:41:26,49.95,1298465164057,10,Suburban
Lake Scott,2018-01-03 17:02:29,47.97,8024881377404,23,Suburban
Nicolechester,2018-05-02 19:37:54,36.59,6821451074310,19,Suburban
East Marymouth,2018-05-01 20:10:52,13.17,9052669788424,5,Suburban
Myersshire,2018-01-25 05:27:28,35.65,3459456166162,19,Suburban
Nicolechester,2018-03-04 03:06:14,27.67,1790409286394,19,Suburban
Davidfurt,2018-01-05 13:42:28,31.48,1953915881204,23,Suburban
Josephside,2018-03-12 19:25:22,29.47,1697181089451,25,Suburban
Myersshire,2018-01-02 16:59:55,33.62,6489718708394,19,Suburban
Sotoville,2018-01-25 06:31:47,24.13,7372157726656,10,Suburban
Veronicaberg,2018-02-02 03:49:35,26.42,8456789960080,20,Suburban
Josephside,2018-01-18 06:31:29,33.07,7129661940616,25,Suburban
Rodriguezview,2018-02-17 14:10:00,22.76,2750365542698,20,Suburban
Lewisland,2018-04-08 19:51:30,35.16,5715574777818,4,Suburban
Sotoville,2018-04-23 20:31:04,34.87,99483095214,10,Suburban
Davidfurt,2018-01-17 17:58:27,28.28,6647857817333,23,Suburban
Mezachester,2018-01-22 00:59:29,40.67,1956901251838,14,Suburban
Josephside,2018-03-03 19:43:29,17.39,1280375339328,25,Suburban
Mezachester,2018-03-18 02:32:55,40.81,9431152912582,14,Suburban
New Shannonberg,2018-02-26 12:23:14,16.39,1105944917601,20,Suburban
East Marymouth,2018-03-08 04:55:41,43.79,1703166685294,5,Suburban
South Brenda,2018-01-19 00:13:41,44.36,6108194089857,1,Suburban
Colemanland,2018-03-05 04:33:30,13.39,8894920928658,23,Suburban
New Shannonberg,2018-05-03 21:53:58,34.08,1767826635739,20,Suburban
East Aaronbury,2018-03-16 11:15:13,20.59,6153017911679,7,Suburban
East Aaronbury,2018-01-27 09:53:22,28.56,5981083119511,7,Suburban
East Danielview,2018-02-25 03:54:05,26.33,513607352842,22,Suburban
Barronchester,2018-03-31 06:05:30,44.24,1252888806772,11,Suburban
Mezachester,2018-04-26 03:30:47,30.75,3181640027590,14,Suburban
South Teresa,2018-04-02 04:02:51,23.78,295848311917,21,Suburban
East Kentstad,2018-03-24 02:53:43,31.53,1907259346172,20,Suburban
Brandonfort,2018-03-19 05:49:55,45.52,201086012271,10,Suburban
New Shannonberg,2018-05-07 07:08:15,20.52,8313701567867,20,Suburban
Grayville,2018-02-19 19:52:37,19.52,9233978205608,2,Suburban
South Teresa,2018-03-28 04:27:58,17.5,9665109040886,21,Suburban
East Marymouth,2018-03-12 10:46:49,38.26,5237668148484,5,Suburban
Lake Robertside,2018-04-10 03:39:14,34.14,9363510386967,4,Suburban
Colemanland,2018-03-02 02:11:21,36.81,116923856607,23,Suburban
South Brenda,2018-01-10 00:17:24,47.52,3069086465155,1,Suburban
Lewisland,2018-01-28 11:38:16,35.6,9368246062437,4,Suburban
New Raymond,2018-01-15 12:51:37,47.01,3568107406141,17,Suburban
North Richardhaven,2018-01-01 14:52:06,31.15,7188584539017,1,Suburban
Josephside,2018-04-17 05:45:42,32.72,6317907123249,25,Suburban
Nicolechester,2018-04-05 01:38:49,19.57,1109468556407,19,Suburban
Veronicaberg,2018-01-18 10:33:29,33.04,4341351420885,20,Suburban
Colemanland,2018-02-20 04:19:28,43.09,8700311126445,23,Suburban
Lewishaven,2018-04-20 03:54:49,21.23,8139519107206,23,Suburban
Mezachester,2018-01-06 02:08:30,39.83,8422380883301,14,Suburban
Williamsonville,2018-02-01 17:54:05,38.9,1247989019244,2,Suburban
Josephside,2018-01-17 18:16:29,35.68,4973368930844,25,Suburban
New Olivia,2018-04-17 19:11:04,30.81,1521286015117,20,Suburban
East Marymouth,2018-01-27 12:18:40,43.06,6911376462689,5,Suburban
Lewishaven,2018-04-27 02:28:49,14.01,6524982895248,23,Suburban
North Richardhaven,2018-01-28 23:31:02,21.85,3776624333431,1,Suburban
New Raymond,2018-03-08 17:43:57,34.45,8895706094475,17,Suburban
South Teresa,2018-04-19 07:57:59,17.27,6681698470401,21,Suburban
Lake Ann,2018-05-07 20:40:29,24.89,7356790519585,3,Suburban
West Kimmouth,2018-01-13 20:10:45,19.47,6504880914159,4,Suburban
East Marymouth,2018-04-12 06:51:14,33.18,9393257179959,5,Suburban
North Jeffrey,2018-02-28 08:46:35,31.14,6795697365566,11,Suburban
Myersshire,2018-01-26 11:16:17,49.22,1973928706653,19,Suburban
Williamsonville,2018-01-17 01:26:36,28.65,6114930962810,2,Suburban
Victoriaport,2018-01-20 17:06:15,38.74,120114119112,16,Suburban
West Hannah,2018-04-19 21:55:50,24.58,2158777299955,12,Suburban
Williamsonville,2018-02-12 17:54:17,26.49,8222482354071,2,Suburban
Lake Omar,2018-04-06 20:29:14,40.55,8969991191734,22,Suburban
East Marymouth,2018-04-02 01:04:22,20.0,9372931333498,5,Suburban
Brandonfort,2018-04-07 00:42:08,35.76,2965849159792,10,Suburban
Lake Ann,2018-01-15 19:40:34,28.15,3602888331541,3,Suburban
Lake Robertside,2018-01-23 00:24:51,46.83,3574535047962,4,Suburban
Brandonfort,2018-02-06 02:32:22,35.41,5053221471789,10,Suburban
New Olivia,2018-03-27 01:37:59,34.65,7345275995310,20,Suburban
Veronicaberg,2018-01-08 16:01:36,30.66,7838733367694,20,Suburban
New Shannonberg,2018-04-20 03:18:12,41.85,5509093657955,20,Suburban
Grayville,2018-03-14 23:10:28,25.12,3752247297947,2,Suburban
South Teresa,2018-03-12 05:26:11,23.46,844456571789,21,Suburban
South Brenda,2018-02-19 12:50:35,29.37,676014632508,1,Suburban
Lewisland,2018-01-07 17:32:46,17.57,3766610355646,4,Suburban
Lake Robertside,2018-02-05 03:17:09,21.45,3670276742040,4,Suburban
West Hannah,2018-02-18 14:27:55,40.22,8806342152306,12,Suburban
West Kimmouth,2018-02-08 21:11:13,27.93,652476902663,4,Suburban
East Marymouth,2018-02-21 19:36:31,41.21,2452243356792,5,Suburban
Grayville,2018-02-13 06:07:20,48.59,4964947903977,2,Suburban
New Olivia,2018-03-05 22:01:35,19.21,8459793422858,20,Suburban
North Timothy,2018-04-29 23:10:18,29.39,6609337294720,7,Suburban
East Kentstad,2018-01-26 04:48:10,39.19,9309351390541,20,Suburban
East Danielview,2018-04-19 10:36:41,28.28,149455664846,22,Suburban
Veronicaberg,2018-02-05 20:42:28,46.91,3271885902940,20,Suburban
West Hannah,2018-02-06 20:06:36,18.33,1404494168236,12,Suburban
West Hannah,2018-02-16 20:00:05,20.35,7960856155961,12,Suburban
Port Shane,2018-03-17 05:25:31,20.74,7228720146935,7,Suburban
East Marymouth,2018-03-06 14:00:04,35.95,5147275998894,5,Suburban
Veronicaberg,2018-04-25 18:21:25,24.51,6528963448911,20,Suburban
Lewisland,2018-01-25 11:35:50,44.61,7557981038155,4,Suburban
West Kimmouth,2018-03-16 18:10:06,35.36,6758287550186,4,Suburban
North Timothy,2018-04-20 07:06:27,46.24,2785446996718,7,Suburban
New Olivia,2018-01-27 12:15:38,46.97,3200697398733,20,Suburban
West Hannah,2018-03-25 02:14:26,40.11,4496366887151,12,Suburban
Lake Ann,2018-01-24 06:29:33,32.31,2985167321961,3,Suburban
Myersshire,2018-03-15 08:22:42,15.71,2813566980895,19,Suburban
New Raymond,2018-02-28 07:10:27,17.09,4633367307817,17,Suburban
South Teresa,2018-02-12 02:44:55,33.19,757891849972,21,Suburban
North Timothy,2018-01-22 02:35:12,48.45,5696833448345,7,Suburban
East Danielview,2018-04-07 06:31:28,18.98,6294116769232,22,Suburban
Lake Scott,2018-01-30 02:27:30,48.78,1362375316483,23,Suburban
Grayville,2018-04-14 21:00:30,49.85,9370121969267,2,Suburban
South Teresa,2018-03-25 01:20:22,17.99,7613757294696,21,Suburban
Lake Robertside,2018-04-01 03:17:42,28.07,1677403080435,4,Suburban
Barronchester,2018-03-02 23:36:58,36.49,4031573980778,11,Suburban
Nicolechester,2018-05-02 19:48:56,23.06,5828377870379,19,Suburban
Lewishaven,2018-01-15 15:04:33,22.44,9661336278580,23,Suburban
Lake Omar,2018-02-26 11:53:18,12.49,4144926815389,22,Suburban
Victoriaport,2018-01-23 19:59:28,27.09,332810547902,16,Suburban
Williamsonville,2018-03-19 08:30:01,44.85,9120219182883,2,Suburban
South Brenda,2018-01-03 21:29:48,19.99,5348015913836,1,Suburban
New Olivia,2018-01-25 12:12:35,39.12,7574705283264,20,Suburban
New Raymond,2018-05-03 08:35:40,13.36,8610489975793,17,Suburban
West Kimmouth,2018-02-06 00:42:46,13.59,8837906500110,4,Suburban
West Hannah,2018-05-05 07:51:30,36.08,1865982674514,12,Suburban
East Aaronbury,2018-04-19 17:18:53,29.27,7201712919915,7,Suburban
Lewisland,2018-03-10 02:11:51,40.27,6284436941920,4,Suburban
North Timothy,2018-01-14 16:59:57,15.06,1236752354897,7,Suburban
Rodriguezview,2018-02-15 10:47:34,45.4,520468701702,20,Suburban
North Jeffrey,2018-03-07 02:57:25,29.34,2592274379299,11,Suburban
Josephside,2018-02-22 14:39:23,16.97,1757958179553,25,Suburban
Grayville,2018-01-03 13:04:14,12.6,8663434111548,2,Suburban
West Kimmouth,2018-03-07 22:30:47,29.43,7680298524735,4,Suburban
Davidfurt,2018-03-26 04:20:21,28.69,5103497014248,23,Suburban
South Brenda,2018-01-16 03:08:59,20.27,3318227122465,1,Suburban
North Timothy,2018-01-17 20:12:17,40.87,1506044208,7,Suburban
North Richardhaven,2018-03-14 00:49:54,13.09,5413690173766,1,Suburban
New Raymond,2018-03-17 04:31:36,18.09,5034860085230,17,Suburban
North Jeffrey,2018-02-28 05:55:43,46.4,7546967271839,11,Suburban
Lake Scott,2018-02-18 01:12:45,38.47,1402633823343,23,Suburban
Colemanland,2018-01-01 00:46:46,47.74,2215912677020,23,Suburban
Lake Robertside,2018-03-27 08:12:04,29.07,2044761835165,4,Suburban
West Hannah,2018-01-27 19:15:34,22.42,3204384091594,12,Suburban
Bethanyland,2018-02-11 17:43:43,23.06,4374740778403,22,Suburban
Bethanyland,2018-05-03 04:50:41,40.85,6700635166631,22,Suburban
New Olivia,2018-04-10 06:25:27,30.41,7894644277477,20,Suburban
North Timothy,2018-02-25 00:01:15,22.27,8604433947851,7,Suburban
West Kimmouth,2018-01-17 09:19:38,24.22,8376243116177,4,Suburban
Lewishaven,2018-03-02 07:48:06,33.22,810001942984,23,Suburban
Grayville,2018-02-18 10:30:42,12.55,999956401477,2,Suburban
East Marymouth,2018-05-04 23:18:24,39.07,4459299920401,5,Suburban
Davidfurt,2018-03-15 05:02:16,48.34,2406097680527,23,Suburban
Sotoville,2018-01-01 02:07:24,24.07,7827431948090,10,Suburban
Mezachester,2018-04-29 16:20:21,28.43,7285299006053,14,Suburban
Veronicaberg,2018-01-20 05:00:30,22.02,4110343882549,20,Suburban
Lewishaven,2018-01-02 17:52:38,20.68,8843800703298,23,Suburban
Josephside,2018-03-19 17:33:54,37.42,6758435927204,25,Suburban
West Kimmouth,2018-04-05 11:36:47,28.07,3866897536155,4,Suburban
New Raymond,2018-03-06 17:11:44,15.53,6118318757913,17,Suburban
Barronchester,2018-04-07 14:43:07,21.95,9355805102444,11,Suburban
South Teresa,2018-02-24 16:51:34,48.8,8243168014348,21,Suburban
Lake Robertside,2018-01-14 19:24:50,21.46,2932610988134,4,Suburban
Josephside,2018-02-07 20:52:57,15.98,6788916123740,25,Suburban
West Hannah,2018-02-17 17:21:26,12.6,2728504449542,12,Suburban
South Brenda,2018-03-23 02:01:07,40.53,2619642444813,1,Suburban
Williamsonville,2018-02-19 07:48:32,22.23,1784159251443,2,Suburban
New Raymond,2018-01-07 10:02:58,28.74,4252849172271,17,Suburban
Brandonfort,2018-01-11 16:25:13,37.35,8701944957703,10,Suburban
Colemanland,2018-02-21 22:04:15,30.97,4046533498880,23,Suburban
South Teresa,2018-04-19 20:01:34,34.93,9233157012652,21,Suburban
Myersshire,2018-03-25 08:26:36,18.16,2364252847065,19,Suburban
East Danielview,2018-03-02 02:47:45,14.32,2106097871214,22,Suburban
West Hannah,2018-04-23 04:56:58,47.08,6280592482307,12,Suburban
Nicolechester,2018-01-07 10:41:44,27.44,1918362930639,19,Suburban
Barronchester,2018-02-18 18:35:53,42.32,3493518346796,11,Suburban
North Timothy,2018-05-07 14:00:13,26.3,4905173644081,7,Suburban
East Aaronbury,2018-04-08 18:59:12,21.29,630560959632,7,Suburban
Bethanyland,2018-03-26 18:27:51,24.27,7247229698318,22,Suburban
East Danielview,2018-05-03 18:09:16,48.24,3328095712316,22,Suburban
New Olivia,2018-01-03 09:58:50,38.31,93262977180,20,Suburban
Rodriguezview,2018-01-09 11:55:20,29.19,38504866921,20,Suburban
Victoriaport,2018-02-27 17:13:14,44.91,6926633814538,16,Suburban
North Jeffrey,2018-01-23 23:42:43,27.11,6332047993934,11,Suburban
New Olivia,2018-02-06 20:39:59,13.03,1377412158483,20,Suburban
East Danielview,2018-02-28 20:26:11,42.71,2322328798079,22,Suburban
Bethanyland,2018-02-18 09:31:03,38.8,9382233946258,22,Suburban
Colemanland,2018-02-01 20:59:22,16.11,7600287198570,23,Suburban
Grayville,2018-02-26 12:59:19,12.64,543831079079,2,Suburban
Nicolechester,2018-03-14 01:22:19,47.93,4423375622633,19,Suburban
Bethanyland,2018-02-03 05:47:32,22.82,9675694931759,22,Suburban
Nicolechester,2018-01-12 22:48:48,30.79,9523378945731,19,Suburban
Port Shane,2018-04-24 10:06:18,45.92,5388908913857,7,Suburban
Brandonfort,2018-05-03 02:01:05,41.62,3183134104848,10,Suburban
West Kimmouth,2018-04-15 19:22:28,27.16,8180715539698,4,Suburban
Williamsonville,2018-01-30 05:20:56,36.81,8085673645484,2,Suburban
Josephside,2018-04-02 12:23:30,49.33,482646610544,25,Suburban
Josephside,2018-02-17 23:01:31,38.24,1246772113060,25,Suburban
Mezachester,2018-04-01 00:02:26,24.4,8959520517319,14,Suburban
Josephside,2018-01-18 10:21:24,14.75,6140372981362,25,Suburban
North Richardhaven,2018-04-04 21:05:55,23.79,1145658696195,1,Suburban
Bethanyland,2018-02-08 19:50:47,28.27,5518527619513,22,Suburban
Lake Scott,2018-01-24 19:21:15,47.83,6812435792979,23,Suburban
East Danielview,2018-02-19 04:44:18,31.72,7452531647866,22,Suburban
East Aaronbury,2018-02-24 16:37:18,36.88,9777191359026,7,Suburban
Sotoville,2018-03-28 19:16:00,34.03,3998847011136,10,Suburban
Lewishaven,2018-01-18 04:09:11,32.13,2820584591613,23,Suburban
Josephside,2018-04-01 03:46:48,23.73,6124496054553,25,Suburban
Nicolechester,2018-02-04 09:41:31,49.21,4280425277638,19,Suburban
Josephside,2018-03-07 02:22:26,39.17,6540969378023,25,Suburban
East Kentstad,2018-05-07 13:29:36,38.74,41356844955,20,Suburban
Colemanland,2018-02-28 21:02:12,35.07,8313326364278,23,Suburban
Lewishaven,2018-02-22 14:40:05,20.35,3262613628904,23,Suburban
Lake Robertside,2018-04-02 08:53:30,21.31,4627574450527,4,Suburban
Lake Scott,2018-03-16 23:48:07,28.99,6200936237127,23,Suburban
Josephside,2018-05-02 15:30:02,21.33,6697959273414,25,Suburban
South Brenda,2018-02-19 18:08:23,45.55,1089080777667,1,Suburban
Williamsonville,2018-01-14 07:33:05,40.72,7262117978716,2,Suburban
Colemanland,2018-02-26 17:44:43,32.7,7015485636913,23,Suburban
New Olivia,2018-03-19 00:04:50,33.43,2163784408979,20,Suburban
Lake Robertside,2018-03-12 06:05:13,31.23,3347928183611,4,Suburban
Rodriguezview,2018-05-01 09:45:32,26.92,1693857376580,20,Suburban
Brandonfort,2018-03-26 19:35:06,19.22,8658457339949,10,Suburban
Victoriaport,2018-02-24 07:58:58,45.66,3821426642455,16,Suburban
North Richardhaven,2018-01-20 05:13:43,20.89,6068037606187,1,Suburban
Colemanland,2018-04-29 07:09:31,34.77,300412726001,23,Suburban
Williamsonville,2018-04-04 03:48:54,18.77,7554684315330,2,Suburban
Barronchester,2018-03-06 06:36:21,46.07,4553523995651,11,Suburban
Lewisland,2018-02-27 18:56:43,36.26,6392138211408,4,Suburban
New Raymond,2018-03-07 17:57:04,26.55,6930531081077,17,Suburban
South Brenda,2018-01-01 12:32:48,25.56,2613536554411,1,Suburban
South Brenda,2018-03-21 22:45:23,49.59,3892938867148,1,Suburban
North Timothy,2018-04-14 18:06:52,41.17,2438232081814,7,Suburban
East Marymouth,2018-05-06 22:39:31,34.12,9215802774504,5,Suburban
Barronchester,2018-03-26 18:27:56,30.32,1775559300626,11,Suburban
Mezachester,2018-02-16 17:34:31,29.25,9835001920405,14,Suburban
East Kentstad,2018-04-19 14:47:58,44.82,749759967096,20,Suburban
East Marymouth,2018-01-11 02:12:41,12.21,56113993388,5,Suburban
